pokedex_number,generation,name,type1,type2,classification,abilities,percentage_male,capture_rate,base_egg_steps,base_happiness,height_m,weight_kg,base_total,hp,attack,defense,sp_attack,sp_defense,speed,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
632,5,Durant,bug,steel,Iron Ant Pokémon,"['Swarm', 'Hustle', 'Truant']",50.0,90,5120,70,0.3,33.0,484,58,109,112,48,48,109,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
633,5,Deino,dark,dragon,Irate Pokémon,['Hustle'],50.0,45,10240,35,0.8,17.3,300,52,65,50,45,50,38,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
634,5,Zweilous,dark,dragon,Hostile Pokémon,['Hustle'],50.0,45,10240,35,1.4,50.0,420,72,85,70,65,70,58,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
635,5,Hydreigon,dark,dragon,Brutal Pokémon,['Levitate'],50.0,45,10240,35,1.8,160.0,600,92,105,90,125,90,98,2.0,0.5,2.0,0.5,4.0,2.0,0.5,1.0,0.5,0.5,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.5
636,5,Larvesta,bug,fire,Torch Pokémon,"['Flame Body', 'Swarm']",50.0,45,10240,70,1.1,28.8,360,55,85,55,50,55,60,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
637,5,Volcarona,bug,fire,Sun Pokémon,"['Flame Body', 'Swarm']",50.0,15,10240,70,1.6,46.0,550,85,60,65,135,105,100,0.5,1.0,1.0,1.0,0.5,0.5,1.0,2.0,1.0,0.25,1.0,0.5,1.0,1.0,1.0,4.0,0.5,2.0
638,5,Cobalion,steel,fighting,Iron Will Pokémon,['Justified'],,3,20480,35,2.1,250.0,580,91,90,129,90,72,108,0.25,0.5,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,2.0,0.5,0.5,0.0,1.0,0.25,0.5,1.0
639,5,Terrakion,rock,fighting,Cavern Pokémon,['Justified'],,3,20480,35,1.9,260.0,580,91,129,90,72,90,108,0.5,0.5,1.0,1.0,2.0,2.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,0.5,2.0,2.0
640,5,Virizion,grass,fighting,Grassland Pokémon,['Justified'],,3,20480,35,2.0,200.0,580,91,90,72,90,129,108,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
641,5,Tornadus,flying,,Cyclone Pokémon,"['Prankster', 'Defiant', 'Regenerator']",100.0,3,30720,90,1.5,63.0,580,79,100,80,110,90,121,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
642,5,Thundurus,electric,flying,Bolt Strike Pokémon,"['Prankster', 'Defiant', 'Volt Absorb']",100.0,3,30720,90,1.5,61.0,580,79,105,70,145,80,101,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0
643,5,Reshiram,dragon,fire,Vast White Pokémon,['Turboblaze'],,3,30720,0,3.2,330.0,680,100,120,100,150,120,90,0.5,1.0,2.0,0.5,1.0,1.0,0.25,1.0,1.0,0.25,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0
644,5,Zekrom,dragon,electric,Deep Black Pokémon,['Teravolt'],,3,30720,0,2.9,345.0,680,100,150,120,120,100,90,1.0,1.0,2.0,0.25,2.0,1.0,0.5,0.5,1.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5
645,5,Landorus,ground,flying,Abundance Pokémon,"['Sand Force', 'Sheer Force', 'Intimidate']",100.0,3,30720,90,1.5,68.0,600,89,145,90,105,80,91,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0
646,5,Kyurem,dragon,ice,Boundary Pokémon,"['Pressure', 'Teravolt', 'Turboblaze']",,3,30720,0,3.0,325.0,700,125,120,90,170,100,95,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5
647,5,Keldeo,water,fighting,Colt Pokémon,['Justified'],,3,20480,35,1.4,48.5,580,91,72,90,129,90,108,0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5
648,5,Meloetta,normal,psychic,Melody Pokémon,['Serene Grace'],,3,30720,100,0.6,6.5,600,100,128,90,77,77,128,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
649,5,Genesect,bug,steel,Paleozoic Pokémon,['Download'],,3,30720,0,1.5,82.5,600,71,120,95,120,95,99,0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0
650,6,Chespin,grass,,Spiky Nut Pokémon,"['Overgrow', 'Bulletproof']",88.1,45,5120,70,0.4,9.0,313,56,61,65,48,45,38,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
651,6,Quilladin,grass,,Spiny Armor Pokémon,"['Overgrow', 'Bulletproof']",88.1,45,5120,70,0.7,29.0,405,61,78,95,56,58,57,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
652,6,Chesnaught,grass,fighting,Spiny Armor Pokémon,"['Overgrow', 'Bulletproof']",88.1,45,5120,70,1.6,90.0,530,88,107,122,74,75,64,1.0,0.5,1.0,0.5,2.0,1.0,2.0,4.0,1.0,0.5,0.5,2.0,1.0,2.0,2.0,0.5,1.0,0.5
653,6,Fennekin,fire,,Fox Pokémon,"['Blaze', 'Magician']",88.1,45,5120,70,0.4,9.4,307,40,45,40,62,60,60,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
654,6,Braixen,fire,,Fox Pokémon,"['Blaze', 'Magician']",88.1,45,5120,70,1.0,14.5,409,59,59,58,90,70,73,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
655,6,Delphox,fire,psychic,Fox Pokémon,"['Blaze', 'Magician']",88.1,45,5120,70,1.5,39.0,534,75,69,72,114,100,104,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0
656,6,Froakie,water,,Bubble Frog Pokémon,"['Torrent', 'Protean']",88.1,45,5120,70,0.3,7.0,314,41,56,40,62,44,71,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
657,6,Frogadier,water,,Bubble Frog Pokémon,"['Torrent', 'Protean']",88.1,45,5120,70,0.6,10.9,405,54,63,52,83,56,97,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
658,6,Greninja,water,dark,Ninja Pokémon,"['Torrent', 'Protean', 'Battle Bond']",88.1,45,5120,70,1.5,40.0,640,72,145,67,153,71,132,2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
659,6,Bunnelby,normal,,Digging Pokémon,"['Pickup', 'Cheek Pouch', 'Huge Power']",50.0,255,3840,70,0.4,5.0,237,38,36,38,32,36,57,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
660,6,Diggersby,normal,ground,Digging Pokémon,"['Pickup', 'Cheek Pouch', 'Huge Power']",50.0,127,3840,70,1.0,42.4,423,85,56,77,50,77,78,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
661,6,Fletchling,normal,flying,Tiny Robin Pokémon,"['Big Pecks', 'Gale Wings']",50.0,255,3840,70,0.3,1.7,278,45,50,43,40,38,62,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
662,6,Fletchinder,fire,flying,Ember Pokémon,"['Flame Body', 'Gale Wings']",50.0,120,3840,70,0.7,16.0,382,62,73,55,56,52,84,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
663,6,Talonflame,fire,flying,Scorching Pokémon,"['Flame Body', 'Gale Wings']",50.0,45,3840,70,1.2,24.5,499,78,81,71,74,69,126,0.25,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,0.25,0.0,1.0,1.0,1.0,1.0,4.0,0.5,2.0
664,6,Scatterbug,bug,,Scatterdust Pokémon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",50.0,255,3840,70,0.3,2.5,200,38,35,40,27,25,35,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
665,6,Spewpa,bug,,Scatterdust Pokémon,"['Shed Skin', 'Friend Guard']",50.0,120,3840,70,0.3,8.4,213,45,22,60,27,30,29,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
666,6,Vivillon,bug,flying,Scale Pokémon,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",50.0,45,3840,70,1.2,17.0,411,80,52,50,90,50,89,0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
667,6,Litleo,fire,normal,Lion Cub Pokémon,"['Rivalry', 'Unnerve', 'Moxie']",11.2,220,5120,70,0.6,13.5,369,62,50,58,73,54,72,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
668,6,Pyroar,fire,normal,Royal Pokémon,"['Rivalry', 'Unnerve', 'Moxie']",11.2,65,5120,70,1.5,81.5,507,86,68,72,109,66,106,0.5,1.0,1.0,1.0,0.5,2.0,0.5,1.0,0.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
669,6,Flabébé,fairy,,Single Bloom Pokémon,"['Flower Veil', 'Symbiosis']",0.0,225,5120,70,0.1,0.1,303,44,38,39,61,79,42,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
670,6,Floette,fairy,,Fairy Pokémon,"['Flower Veil', 'Symbiosis']",0.0,120,5120,70,0.2,0.9,551,74,65,67,125,128,92,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
671,6,Florges,fairy,,Garden Pokémon,"['Flower Veil', 'Symbiosis']",0.0,45,5120,70,1.1,10.0,552,78,65,68,112,154,75,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
672,6,Skiddo,grass,,Mount Pokémon,"['Sap Sipper', 'Grass Pelt']",50.0,200,5120,70,0.9,31.0,350,66,65,48,62,57,52,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
673,6,Gogoat,grass,,Mount Pokémon,"['Sap Sipper', 'Grass Pelt']",50.0,45,5120,70,1.7,91.0,531,123,100,62,97,81,68,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
674,6,Pancham,fighting,,Playful Pokémon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",50.0,220,6400,70,0.6,8.0,348,67,82,62,46,48,43,0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0
675,6,Pangoro,fighting,dark,Daunting Pokémon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",50.0,65,6400,70,2.1,136.0,495,95,124,78,69,71,58,1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0
676,6,Furfrou,normal,,Poodle Pokémon,['Fur Coat'],50.0,160,5120,70,1.2,28.0,472,75,80,60,65,90,102,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
677,6,Espurr,psychic,,Restraint Pokémon,"['Keen Eye', 'Infiltrator', 'Own Tempo']",50.0,190,5120,70,0.3,3.5,355,62,48,54,63,60,68,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
678,6,Meowstic,psychic,,Constraint Pokémon,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",50.0,75,5120,70,0.6,8.5,466,74,48,76,83,81,104,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
679,6,Honedge,steel,ghost,Sword Pokémon,['No Guard'],50.0,180,5120,70,0.8,2.0,325,45,80,100,35,37,28,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
680,6,Doublade,steel,ghost,Sword Pokémon,['No Guard'],50.0,90,5120,70,0.8,4.5,448,59,110,150,45,49,35,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
681,6,Aegislash,steel,ghost,Royal Sword Pokémon,['Stance Change'],50.0,45,5120,70,1.7,53.0,520,60,150,50,150,50,60,0.25,2.0,0.5,1.0,0.5,0.0,2.0,0.5,2.0,0.5,2.0,0.5,0.0,0.0,0.5,0.5,0.5,1.0
682,6,Spritzee,fairy,,Perfume Pokémon,"['Healer', 'Aroma Veil']",50.0,200,5120,70,0.2,0.5,341,78,52,60,63,65,23,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
683,6,Aromatisse,fairy,,Fragrance Pokémon,"['Healer', 'Aroma Veil']",50.0,140,5120,70,0.8,15.5,462,101,72,72,99,89,29,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
684,6,Swirlix,fairy,,Cotton Candy Pokémon,"['Sweet Veil', 'Unburden']",50.0,200,5120,70,0.4,3.5,341,62,48,66,59,57,49,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
685,6,Slurpuff,fairy,,Meringue Pokémon,"['Sweet Veil', 'Unburden']",50.0,140,5120,70,0.8,5.0,480,82,80,86,85,75,72,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
686,6,Inkay,dark,psychic,Revolving Pokémon,"['Contrary', 'Suction Cups', 'Infiltrator']",50.0,190,5120,70,0.4,3.5,288,53,54,53,37,46,45,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
687,6,Malamar,dark,psychic,Overturning Pokémon,"['Contrary', 'Suction Cups', 'Infiltrator']",50.0,80,5120,70,1.5,47.0,482,86,92,88,68,75,73,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
688,6,Binacle,rock,water,Two-Handed Pokémon,"['Tough Claws', 'Sniper', 'Pickpocket']",50.0,120,5120,70,0.5,31.0,306,42,52,67,39,56,50,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
689,6,Barbaracle,rock,water,Collective Pokémon,"['Tough Claws', 'Sniper', 'Pickpocket']",50.0,45,5120,70,1.3,96.0,500,72,105,115,54,86,68,1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
690,6,Skrelp,poison,water,Mock Kelp Pokémon,"['Poison Point', 'Poison Touch', 'Adaptability']",50.0,225,5120,70,0.5,7.3,320,50,60,60,60,60,30,0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5
691,6,Dragalge,poison,dragon,Mock Kelp Pokémon,"['Poison Point', 'Poison Touch', 'Adaptability']",50.0,55,5120,70,1.8,81.5,494,65,75,90,97,123,44,0.5,1.0,2.0,0.5,1.0,0.5,0.5,1.0,1.0,0.25,2.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5
692,6,Clauncher,water,,Water Gun Pokémon,['Mega Launcher'],50.0,225,3840,70,0.5,8.3,330,50,53,62,58,63,44,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
693,6,Clawitzer,water,,Howitzer Pokémon,['Mega Launcher'],50.0,55,3840,70,1.3,35.3,500,71,73,88,120,89,59,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
694,6,Helioptile,electric,normal,Generator Pokémon,"['Dry Skin', 'Sand Veil', 'Solar Power']",50.0,190,5120,70,0.5,6.0,289,44,38,33,61,43,70,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
695,6,Heliolisk,electric,normal,Generator Pokémon,"['Dry Skin', 'Sand Veil', 'Solar Power']",50.0,75,5120,70,1.0,21.0,481,62,55,52,109,94,109,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
696,6,Tyrunt,rock,dragon,Royal Heir Pokémon,"['Strong Jaw', 'Sturdy']",88.1,45,7680,70,0.8,26.0,362,58,89,77,45,45,48,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
697,6,Tyrantrum,rock,dragon,Despot Pokémon,"['Strong Jaw', 'Rock Head']",88.1,45,7680,70,2.5,270.0,521,82,121,119,69,59,71,1.0,1.0,2.0,0.5,2.0,2.0,0.25,0.5,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,2.0,1.0
698,6,Amaura,rock,ice,Tundra Pokémon,"['Refrigerate', 'Snow Warning']",88.1,45,7680,70,1.3,25.2,362,77,59,50,67,63,46,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
699,6,Aurorus,rock,ice,Tundra Pokémon,"['Refrigerate', 'Snow Warning']",88.1,45,7680,70,2.7,225.0,521,123,77,72,99,92,58,1.0,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,4.0,2.0
700,6,Sylveon,fairy,,Intertwining Pokémon,"['Cute Charm', 'Pixilate']",88.1,45,8960,70,1.0,23.5,525,95,65,65,110,130,60,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
701,6,Hawlucha,fighting,flying,Wrestling Pokémon,"['Limber', 'Unburden', 'Mold Breaker']",50.0,100,5120,70,0.8,21.5,500,78,92,75,74,63,118,0.25,0.5,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
702,6,Dedenne,electric,fairy,Antenna Pokémon,"['Cheek Pouch', 'Pickup', 'Plus']",50.0,180,5120,70,0.2,2.2,431,67,58,57,81,67,101,0.5,0.5,0.0,0.5,1.0,0.5,1.0,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
703,6,Carbink,rock,fairy,Jewel Pokémon,"['Clear Body', 'Sturdy']",,60,6400,70,0.3,5.7,500,50,50,150,50,150,50,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
704,6,Goomy,dragon,,Soft Tissue Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",50.0,45,10240,35,0.3,2.8,300,45,50,35,55,75,40,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
705,6,Sliggoo,dragon,,Soft Tissue Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",50.0,45,10240,35,0.8,17.5,452,68,75,53,83,113,60,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
706,6,Goodra,dragon,,Dragon Pokémon,"['Sap Sipper', 'Hydration', 'Gooey']",50.0,45,10240,35,2.0,150.5,600,90,100,70,110,150,80,1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
707,6,Klefki,steel,fairy,Key Ring Pokémon,"['Prankster', 'Magician']",50.0,75,5120,70,0.2,3.0,470,57,80,91,80,87,75,0.25,0.5,0.0,1.0,0.5,1.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0
708,6,Phantump,ghost,grass,Stump Pokémon,"['Natural Cure', 'Frisk', 'Harvest']",50.0,120,5120,70,0.4,7.0,309,43,70,48,50,60,38,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
709,6,Trevenant,ghost,grass,Elder Tree Pokémon,"['Natural Cure', 'Frisk', 'Harvest']",50.0,60,5120,70,1.5,71.0,474,85,110,76,65,82,56,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
710,6,Pumpkaboo,ghost,grass,Pumpkin Pokémon,"['Pickup', 'Frisk', 'Insomnia']",50.0,120,5120,70,0.8,15.0,335,59,66,70,44,55,41,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
711,6,Gourgeist,ghost,grass,Pumpkin Pokémon,"['Pickup', 'Frisk', 'Insomnia']",50.0,60,5120,70,1.7,39.0,494,85,100,122,58,75,54,1.0,2.0,1.0,0.5,1.0,0.0,2.0,2.0,2.0,0.5,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.5
712,6,Bergmite,ice,,Ice Chunk Pokémon,"['Own Tempo', 'Ice Body', 'Sturdy']",50.0,190,5120,70,1.0,99.5,304,55,69,85,32,35,28,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
713,6,Avalugg,ice,,Iceberg Pokémon,"['Own Tempo', 'Ice Body', 'Sturdy']",50.0,55,5120,70,2.0,505.0,514,95,117,184,44,46,28,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
714,6,Noibat,flying,dragon,Sound Wave Pokémon,"['Frisk', 'Infiltrator', 'Telepathy']",50.0,190,5120,70,0.5,8.0,245,40,30,35,45,40,55,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
715,6,Noivern,flying,dragon,Sound Wave Pokémon,"['Frisk', 'Infiltrator', 'Telepathy']",50.0,45,5120,70,1.5,85.0,535,85,70,80,97,80,123,0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
716,6,Xerneas,fairy,,Life Pokémon,['Fairy Aura'],,45,30720,0,3.0,215.0,680,126,131,95,131,98,99,0.5,0.5,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0
717,6,Yveltal,dark,flying,Destruction Pokémon,['Dark Aura'],,45,30720,0,5.8,203.0,680,126,131,95,131,98,99,1.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0
718,6,Zygarde,dragon,ground,Order Pokémon,"['Aura Break', 'Power Construct']",,3,30720,0,5.0,284.6,708,216,100,121,91,95,85,1.0,1.0,2.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,4.0,1.0,0.5,1.0,0.5,1.0,1.0
719,6,Diancie,rock,fairy,Jewel Pokémon,['Clear Body'],,3,6400,70,0.7,8.8,700,50,160,110,160,110,110,0.5,0.5,0.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,4.0,2.0
720,6,Hoopa,psychic,ghost,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),['Magician'],,3,30720,100,,,680,80,160,60,170,130,80,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0
721,6,Volcanion,fire,water,Steam Pokémon,['Water Absorb'],,3,30720,100,1.7,195.0,600,80,110,120,130,90,70,0.5,1.0,1.0,2.0,0.5,1.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0,1.0,1.0,2.0,0.25,1.0
722,7,Rowlet,grass,flying,Grass Quill Pokémon,"['Overgrow', 'Long Reach']",88.1,45,3840,70,0.3,1.5,320,68,55,55,50,50,42,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
723,7,Dartrix,grass,flying,Blade Quill Pokémon,"['Overgrow', 'Long Reach']",88.1,45,3840,70,0.7,16.0,420,78,75,75,70,70,52,1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
